NumCDS;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
82;1.992521489;3.733868801;3;2.552183435;2.09376565;1.825187361;1.00973948;1.350334174;1.464692846;2.238451538;0.974193602;1.014342548;1.125539593;1.011356302;1.575871132;1.046837863;2.327203958;1.447446663
83;1.992521489;0.414874311;1;0.729195267;0.523441413;0.91259368;1.00973948;2.025501262;0;0.319778791;0;1.014342548;0;1.34847507;0.393967783;0;0.664915416;0
84;0;0.414874311;0;1.093792901;0;1.36889052;0;0;0;0.959336373;0.324731201;1.014342548;0.844154695;1.011356302;1.575871132;0.261709466;0.664915416;1.085584997
85;0.66417383;2.904120178;0;1.458390535;2.617207063;0.45629684;0;1.350334174;1.171754277;0.959336373;2.273118405;2.53585637;1.125539593;1.34847507;1.575871132;2.355385192;0.332457708;0.723723331
86;18.26478032;14.52060089;9;11.30252664;16.22668379;12.32001468;9.087655317;6.751670872;12.01048134;15.34938197;11.36559202;12.17211058;12.38093552;8.765087954;5.909516745;13.34718275;16.2904277;7.960956644
87;0.996260745;0.829748622;0;2.187585802;1.570324238;2.737781041;0.50486974;0.675167087;2.343508553;0;1.948387204;1.521513822;1.68830939;1.011356302;0;2.093675726;0.997373125;0.361861666
88;5.313390639;5.393366045;5;1.822988168;8.375062601;2.281484201;4.543827659;2.025501262;7.32346423;1.598893955;3.572043207;2.53585637;3.939388576;2.022712605;2.757774481;7.327865042;4.321950207;3.618616656
89;8.966346703;9.956983468;14;11.66712428;9.945386839;7.300749443;8.582785578;9.452339221;11.71754277;8.314248568;10.06666722;8.114740386;11.25539593;6.068137814;5.121581179;12.03863543;7.978984997;9.046541641
90;5.313390639;10.37185778;19;12.76091718;11.51571108;4.106671561;6.563306618;8.102005046;10.54578849;9.913142524;7.144086415;4.057370193;7.597392254;4.382543977;8.273323443;9.159831302;13.29830833;7.960956644
91;0.66417383;2.904120178;4;2.187585802;4.710972713;2.281484201;0;4.72616961;1.757631415;1.279115164;0.324731201;2.028685096;1.406924491;0.674237535;1.181903349;1.83196626;2.659661666;1.809308328
92;86.01051096;98.32521175;151;106.8271067;218.275069;177.9557677;132.7807416;203.2252932;108.6802092;151.8949258;167.5612995;225.691217;101.8613332;154.7375143;151.2836287;104.6837863;78.79247685;222.5449244
93;18.92895415;28.21145316;31;32.44918939;42.39875442;43.80449666;25.74835673;20.9301797;26.36447123;39.01301251;30.20000166;30.43027645;30.67095391;26.9695014;32.69932599;31.14342643;30.58610916;34.37685824
94;65.42112224;66.7947641;53;78.75308887;56.53167256;34.67855985;38.37010023;31.7328531;45.11253965;48.92615504;49.3591425;39.05218811;59.37221354;31.01492661;29.15361594;41.87351452;57.84764123;39.80478322
95;1301.116533;1822.542849;2127;1509.798801;2718.754697;2874.213796;2509.202607;3131.42495;1750.893828;2771.522782;2278.314104;2912.177456;1369.218915;2605.253835;3117.467067;1541.468753;1378.369658;2900.32125
96;1510.331289;2227.460177;2595;1985.96331;3234.86793;3854.339409;3473.50381;3374.485102;1994.911656;3697.602161;2299.746363;3437.099725;1684.370001;3558.962828;3998.772997;1816.525402;1848.1324;3152.900693
97;8.966346703;5.808240356;3;6.927355039;2.09376565;17.79557677;7.573046098;3.375835436;4.101139969;12.47137285;4.546236809;13.18645313;6.471852661;6.742375349;11.81903349;7.589574508;4.986865623;1.447446663
98;4278.275725;3835.098132;4162;4118.130272;5859.403172;8030.36809;6213.431888;6288.50625;3819.918942;7062.314601;4568.643262;6164.666837;4804.365753;6750.129081;7880.143595;3768.092888;3884.435863;5414.897965
99;2377.078137;2853.505512;2283;2688.54295;2303.142215;723.2304917;1209.667897;1527.903118;2320.659345;708.629801;2508.548525;1188.302295;2467.182788;955.0574682;591.73961;1928.798763;2530.00316;2301.440194
100;3318.876628;4135.052259;3364;3603.683011;3455.236764;1148.499147;1722.110683;2502.169225;3367.621791;1156.320109;3662.967944;1658.957238;3348.198905;1420.955605;974.6762951;2697.962883;3732.50269;3728.622603
101;2446.152215;3123.588689;2663;2573.330098;2778.427018;843.6928575;1250.562346;1833.753809;2403.56096;790.8129504;2794.311982;1313.066429;2626.728026;1050.124961;802.5123739;1936.650047;2766.38059;2971.96986
102;4.649216809;7.467737601;4;6.198159772;8.375062601;2.737781041;3.029218439;4.72616961;6.151709953;4.157124284;5.195699211;2.53585637;5.064928169;3.034068907;3.151742264;8.636412371;6.649154164;3.618616656
103;486.1752434;442.2560157;404;443.7153201;435.5032552;281.5351504;270.6101806;272.0923361;497.4096905;311.4645425;417.2795929;314.9533612;357.3588208;275.7631518;228.1073463;478.143194;444.4959559;342.6829974
104;1056.368476;633.9279475;716;253.759953;162.7902793;489.1502127;423.080842;127.6065795;571.2302099;849.3324691;130.5419427;489.4202795;765.9296931;322.2855417;331.7208733;445.1678013;1126.034258;77.80025811
105;1024.820219;1055.440248;1161;1179.108747;1294.470613;792.5876114;865.8516038;1128.204203;975.4854354;788.5744988;1114.802212;1031.586372;1188.56981;926.7394917;696.9290081;863.3795276;1034.27593;1042.161597
106;483.1864612;476.2757092;621;526.1143853;673.669098;349.9796764;421.5662328;606.3000443;459.3276765;389.4905675;516.3226091;470.1477711;486.2331042;437.5801602;330.1450021;388.9002661;495.0295275;567.7609534
107;13.2834766;18.669344;29;10.57333138;16.22668379;10.03853048;14.13635272;29.03218475;13.47517418;10.8724789;22.08172165;13.6936244;13.78786002;12.81051316;16.94061467;12.82376382;13.96322375;31.84382658
108;28.22738777;28.21145316;28;26.61562726;20.9376565;13.23260836;15.65096194;14.85367592;19.62688414;17.9076123;15.58709763;17.75099459;22.22940696;13.82186947;11.03109792;23.81556139;21.60975103;11.21771164
109;662.8454822;652.5972915;603;535.5939238;733.341419;434.3945918;422.5759723;552.2866773;882.6239089;390.4499039;670.5699294;403.2011629;569.2416492;427.4665971;362.0563926;794.5499381;600.7510788;585.1303134
110;692.7333045;604.4718714;539;602.3152908;618.7077496;354.086348;405.9152708;390.9217435;819.9350551;341.8435277;555.2903532;399.650964;621.0164705;397.8001456;303.3551929;752.938133;649.9548196;419.7595322
111;2.656695319;2.489245867;3;3.281378703;1.570324238;3.650374721;3.534088179;2.025501262;3.222324261;2.558230329;1.948387204;1.014342548;2.532464085;1.685593837;2.363806698;2.878804124;3.65703479;0.723723331
112;1.992521489;0;1;1.093792901;1.046882825;0.45629684;0.50486974;0;0;0.959336373;0.649462401;1.014342548;0.844154695;0;0.393967783;0.523418932;0;0.723723331
113;2.324608404;2.074371556;4;1.093792901;1.570324238;0.45629684;1.00973948;0.675167087;0.878815708;1.918672747;0.324731201;2.53585637;1.68830939;1.011356302;0.393967783;0.523418932;0.997373125;0.723723331
114;0.996260745;0.414874311;0;1.093792901;1.570324238;1.36889052;0;0.675167087;0.585877138;0.639557582;1.623656003;1.521513822;0.562769797;0.337118767;0.787935566;2.617094658;0.664915416;0.723723331
115;1.32834766;0.829748622;0;0.729195267;0;0;0.50486974;0.675167087;0.292938569;0.959336373;0.324731201;0;0.281384898;0;0.393967783;0.261709466;0.332457708;0.361861666
116;90.65972777;55.5931577;88;50.67907108;54.43790691;88.97788383;54.02106216;24.98118223;69.13350233;59.47885514;51.30752971;60.86055289;55.99559476;40.79137086;42.94248835;98.6644686;54.85552186;27.86334825
117;84.01798947;54.34853476;51;45.57470421;43.96907866;88.06529015;41.90418841;27.00668349;84.36630792;48.92615504;52.28172331;47.16692849;58.80944374;36.40882689;35.85106825;97.61763074;66.15908394;24.96845493
118;70.07033905;47.71054578;59;63.07539062;34.54713323;48.8237619;44.93340685;19.57984553;66.20411663;47.64703987;31.17419526;38.03784556;67.25099069;38.09442072;32.3053582;76.41916401;64.16433769;27.50148659
119;47.15634192;33.6048192;24;40.83493497;12.03915249;32.39707565;24.23374751;11.47784048;38.37495256;24.62296691;21.43225924;18.25816587;35.17311229;17.53017591;15.36474354;42.13522399;37.23526332;16.64563662
120;112.5774642;105.7929493;100;118.4942309;138.1885329;107.2297574;113.0908217;142.4602554;125.9635847;106.4863374;120.8000067;101.4342548;133.3764418;104.5068179;98.88591353;113.5819081;122.3444366;109.6440847
121;63.42860075;81.7302393;135;162.6105446;106.7820482;225.410639;166.6070142;139.759587;77.33578226;203.0595323;80.53333777;134.4003876;119.8699667;154.4003955;189.4985036;72.49352202;135.642745;108.196638
122;37.8579083;49.78491734;46;70.73194093;49.72693419;78.48305651;56.54541086;47.93686319;40.42552255;70.35133404;55.20430411;81.14740386;48.39820251;58.9957843;65.00468419;38.9947104;48.5388254;48.85132486
123;50.80929798;49.78491734;73;90.78481078;73.28179776;103.5793827;77.2450702;66.16637454;56.83008242;80.58425535;53.58064811;81.14740386;63.87437191;83.60545433;76.82371768;52.60360262;60.8397606;57.8978665
124;15.27599809;10.37185778;16;20.05286985;20.41421509;24.18373253;15.1460922;17.55434427;12.59635847;18.22739109;16.23656003;24.85139243;15.7575543;15.5074633;13.39490462;14.39402062;17.28780083;17.73122162
125;469.2388108;419.8528029;415;645.3378115;384.2059968;417.5116087;378.1474352;232.9326451;397.2246998;401.3223828;295.1806614;404.2155055;416.4496495;349.9292806;245.8358966;422.1373683;405.9308617;250.7701343
126;820.2546798;648.8634227;697;997.174528;673.669098;834.1106238;717.4199003;669.0905834;763.3979113;747.3230348;561.7849772;712.5756401;830.0854499;711.3205993;717.021365;721.2712877;838.7907978;514.5672886
127;267.3299665;355.962159;319;351.4721188;309.3538748;452.1901686;485.17982;295.0480171;247.8260295;396.8454797;304.9225974;402.6939916;362.7051339;314.8689288;386.4823951;280.2908379;289.2382062;300.7070442
128;14.61182426;22.81808711;33;22.60505329;21.98453933;27.83410725;23.72887777;31.7328531;15.81868274;21.10540021;27.27742086;34.48764664;20.82248247;25.28390756;29.15361594;15.70256795;17.62025854;31.84382658
129;578.4954058;652.1824172;828;775.1345691;571.5980225;725.055679;637.6504814;717.0274466;481.0051306;687.204622;631.9269165;552.8166888;529.5663786;563.3254604;648.077003;543.0471415;553.8745419;688.6227497
130;844.1649377;1085.311198;1098;910.4002912;754.2790755;880.6529015;917.8531871;719.7281149;841.3195707;860.8445056;824.1677873;788.6513312;844.1546949;816.5016548;761.1457567;879.343805;896.6384391;812.741301
131;242.4234479;334.3886948;411;246.832598;225.0798074;283.8166346;218.6085974;276.1433387;219.9968655;252.625245;223.4150661;228.2270733;248.1814803;225.5324554;241.502251;208.3207348;222.0817491;259.0929526
